iter	Passed	Remaining
1666	44038	748497
1667	44065	748472
1668	44091	748442
1669	44116	748398
1670	44142	748368
1671	44167	748318
1672	44193	748275
1673	44220	748256
1674	44245	748217
1675	44273	748205
1676	44299	748180
1677	44325	748139
1678	44351	748112
1679	44378	748097
1680	44406	748094
1681	44432	748053
1682	44459	748037
1683	44485	748010
1684	44511	747984
1685	44538	747956
1686	44563	747916
1687	44588	747867
1688	44615	747836
1689	44640	747802
1690	44667	747779
1691	44694	747769
1692	44721	747745
1693	44748	747735
1694	44775	747704
1695	44801	747671
1696	44828	747655
1697	44854	747620
1698	44880	747586
1699	44905	747546
1700	44932	747522
1701	44959	747503
1702	44986	747498
1703	45013	747483
1704	45042	747489
1705	45070	747487
1706	45097	747469
1707	45123	747443
1708	45151	747437
1709	45178	747419
1710	45206	747426
1711	45234	747430
1712	45261	747403
1713	45287	747368
1714	45313	747342
1715	45339	747301
1716	45365	747268
1717	45393	747274
1718	45419	747246
1719	45446	747230
1720	45473	747202
1721	45499	747174
1722	45525	747148
1723	45552	747120
1724	45578	747088
1725	45604	747059
1726	45628	746999
1727	45654	746956
1728	45680	746921
1729	45705	746880
1730	45731	746840
1731	45756	746798
1732	45783	746777
1733	45796	746535
1734	45822	746496
1735	45846	746435
1736	45872	746405
1737	45899	746379
1738	45925	746343
1739	45951	746309
1740	45977	746281
1741	46003	746257
1742	46029	746212
1743	46057	746217
1744	46086	746232
1745	46105	746088
1746	46131	746056
1747	46157	746015
1748	46183	745988
1749	46210	745962
1750	46237	745946
1751	46264	745929
1752	46290	745907
1753	46316	745876
1754	46342	745844
1755	46368	745807
1756	46394	745763
1757	46419	745726
1758	46445	745687
1759	46471	745657
1760	46496	745608
1761	46520	745542
1762	46546	745514
1763	46570	745448
1764	46596	745415
1765	46621	745357
1766	46646	745320
1767	46672	745284
1768	46698	745243
1769	46724	745213
1770	46751	745202
1771	46778	745178
1772	46804	745145
1773	46831	745133
1774	46856	745091
1775	46884	745087
1776	46913	745090
1777	46939	745063
1778	46964	745015
1779	46990	744981
1780	47017	744972
1781	47046	744987
1782	47072	744956
1783	47100	744943
1784	47127	744929
1785	47153	744898
1786	47180	744881
1787	47207	744860
1788	47232	744822
1789	47259	744798
1790	47284	744757
1791	47310	744719
1792	47337	744693
1793	47363	744665
1794	47388	744626
1795	47416	744611
1796	47442	744584
1797	47468	744547
1798	47493	744501
1799	47518	744453
1800	47544	744420
1801	47571	744403
1802	47597	744379
1803	47624	744361
1804	47650	744329
1805	47677	744309
1806	47704	744283
1807	47729	744248
1808	47758	744253
1809	47785	744232
1810	47810	744188
1811	47836	744164
1812	47862	744130
1813	47889	744110
1814	47915	744075
1815	47942	744057
1816	47968	744030
1817	47995	744002
1818	48021	743971
1819	48047	743946
1820	48073	743909
1821	48099	743878
1822	48126	743862
1823	48153	743842
1824	48178	743800
1825	48204	743760
1826	48230	743730
1827	48256	743691
1828	48281	743657
1829	48308	743627
1830	48333	743589
1831	48359	743557
1832	48385	743524
1833	48412	743507
1834	48439	743481
1835	48465	743460
1836	48493	743454
1837	48519	743416
1838	48547	743411
1839	48573	743388
1840	48599	743352
1841	48626	743339
1842	48652	743308
1843	48678	743275
1844	48705	743249
1845	48731	743222
1846	48758	743200
1847	48785	743184
1848	48811	743160
1849	48839	743147
1850	48866	743136
1851	48893	743112
1852	48918	743066
1853	48944	743044
1854	48956	742797
1855	48982	742758
1856	49007	742712
1857	49033	742681
1858	49058	742636
1859	49084	742602
1860	49110	742569
1861	49135	742519
1862	49161	742490
1863	49187	742463
1864	49213	742423
1865	49240	742406
1866	49266	742372
1867	49292	742341
1868	49318	742313
1869	49344	742285
1870	49372	742274
1871	49398	742242
1872	49424	742214
1873	49451	742187
1874	49478	742174
1875	49504	742141
1876	49531	742124
1877	49556	742081
1878	49581	742039
1879	49608	742012
1880	49634	741983
1881	49660	741949
1882	49686	741924
1883	49713	741902
1884	49739	741863
1885	49764	741828
1886	49790	741790
1887	49816	741762
1888	49843	741743
1889	49869	741716
1890	49895	741681
1891	49922	741662
1892	49950	741659
1893	49976	741624
1894	50002	741587
1895	50028	741560
1896	50056	741556
1897	50082	741532
1898	50108	741494
1899	50135	741470
1900	50161	741449
1901	50187	741416
1902	50214	741392
1903	50240	741362
1904	50267	741339
1905	50294	741322
1906	50321	741311
1907	50348	741293
1908	50376	741294
1909	50403	741280
1910	50429	741237
1911	50453	741185
1912	50481	741172
1913	50506	741129
1914	50531	741089
1915	50557	741050
1916	50581	740995
1917	50607	740959
1918	50633	740927
1919	50661	740928
1920	50687	740893
1921	50716	740898
1922	50745	740910
1923	50774	740922
1924	50802	740930
1925	50829	740912
1926	50856	740894
1927	50882	740860
1928	50908	740831
1929	50934	740793
1930	50960	740761
1931	50984	740706
1932	51011	740676
1933	51037	740648
1934	51063	740611
1935	51089	740584
1936	51114	740543
1937	51140	740509
1938	51166	740480
1939	51192	740446
1940	51217	740392
1941	51242	740355
1942	51268	740319
1943	51296	740313
1944	51321	740275
1945	51347	740242
1946	51374	740222
1947	51403	740230
1948	51431	740232
1949	51458	740213
1950	51487	740222
1951	51515	740213
1952	51539	740159
1953	51566	740146
1954	51593	740125
1955	51619	740090
1956	51645	740058
1957	51672	740034
1958	51699	740018
1959	51724	739976
1960	51750	739947
1961	51776	739914
1962	51802	739876
1963	51820	739737
1964	51846	739696
1965	51871	739658
1966	51897	739629
1967	51924	739608
1968	51951	739590
1969	51978	739575
1970	52005	739553
1971	52032	739535
1972	52058	739506
1973	52085	739482
1974	52111	739455
1975	52137	739424
1976	52164	739399
1977	52191	739381
1978	52216	739347
1979	52243	739319
1980	52270	739306
1981	52297	739288
1982	52324	739266
1983	52350	739234
1984	52377	739223
1985	52403	739195
1986	52429	739162
1987	52456	739138
1988	52482	739106
1989	52509	739087
1990	52534	739049
1991	52562	739034
1992	52589	739022
1993	52615	738998
1994	52644	739000
1995	52669	738959
1996	52695	738930
1997	52721	738897
1998	52748	738880
1999	52774	738849
2000	52800	738811
2001	52826	738786
2002	52853	738761
2003	52879	738731
2004	52905	738699
2005	52932	738674
2006	52957	738635
2007	52983	738604
2008	53009	738575
2009	53036	738547
2010	53061	738505
2011	53087	738477
2012	53113	738443
2013	53139	738412
2014	53165	738374
2015	53191	738342
2016	53217	738322
2017	53243	738288
2018	53269	738250
2019	53294	738201
2020	53319	738163
2021	53345	738128
2022	53371	738103
2023	53398	738082
2024	53423	738042
2025	53451	738025
2026	53477	737994
2027	53502	737950
2028	53528	737923
2029	53554	737890
2030	53580	737857
2031	53607	737841
2032	53633	737813
2033	53660	737794
2034	53687	737772
2035	53713	737742
2036	53739	737711
2037	53765	737678
2038	53791	737647
2039	53818	737624
2040	53842	737565
2041	53868	737533
2042	53893	737494
2043	53918	737448
2044	53944	737411
2045	53969	737378
2046	53995	737340
2047	54021	737308
2048	54049	737309
2049	54076	737286
2050	54103	737264
2051	54129	737232
2052	54155	737200
2053	54179	737149
2054	54204	737103
2055	54229	737055
2056	54255	737029
2057	54281	737000
2058	54307	736961
2059	54332	736913
2060	54358	736881
2061	54384	736847
2062	54409	736806
2063	54434	736770
2064	54460	736729
2065	54485	736682
2066	54510	736638
2067	54536	736608
2068	54562	736574
2069	54587	736538
2070	54613	736501
2071	54638	736465
2072	54663	736418
2073	54687	736361
2074	54714	736332
2075	54738	736286
2076	54764	736251
2077	54790	736214
2078	54815	736179
2079	54840	736133
2080	54865	736088
2081	54891	736056
2082	54917	736020
2083	54942	735974
2084	54968	735939
2085	54992	735887
2086	55019	735864
2087	55045	735833
2088	55070	735792
2089	55096	735760
2090	55121	735716
2091	55145	735663
2092	55170	735619
2093	55196	735587
2094	55222	735548
2095	55247	735512
2096	55272	735470
2097	55296	735408
2098	55322	735380
2099	55348	735343
2100	55373	735301
2101	55399	735262
2102	55424	735222
2103	55449	735175
2104	55474	735137
2105	55501	735113
2106	55527	735087
2107	55552	735046
2108	55578	735008
2109	55604	734978
2110	55630	734949
2111	55656	734914
2112	55682	734893
2113	55708	734856
2114	55735	734835
2115	55761	734812
2116	55789	734800
2117	55818	734818
2118	55847	734819
2119	55873	734794
2120	55900	734771
2121	55925	734730
2122	55951	734698
2123	55976	734654
2124	56002	734622
2125	56028	734585
2126	56052	734536
2127	56078	734501
2128	56103	734460
2129	56129	734431
2130	56154	734385
2131	56179	734343
2132	56206	734320
2133	56233	734297
2134	56258	734265
2135	56284	734225
2136	56309	734188
2137	56335	734151
2138	56360	734114
2139	56386	734072
2140	56412	734048
2141	56438	734020
2142	56465	734000
2143	56491	733971
2144	56516	733928
2145	56542	733896
2146	56568	733856
2147	56593	733814
2148	56619	733790
2149	56647	733777
2150	56674	733765
2151	56702	733762
2152	56728	733734
2153	56754	733698
2154	56781	733680
2155	56807	733652
2156	56833	733619
2157	56860	733596
2158	56886	733571
2159	56913	733549
2160	56940	733537
2161	56967	733518
2162	56994	733494
2163	57020	733465
2164	57046	733438
2165	57072	733407
2166	57099	733385
2167	57126	733374
2168	57153	733351
2169	57179	733326
2170	57207	733317
2171	57233	733284
2172	57260	733264
2173	57286	733236
2174	57313	733218
2175	57339	733182
2176	57365	733151
2177	57389	733100
2178	57414	733062
2179	57441	733032
2180	57468	733014
2181	57493	732981
2182	57521	732965
2183	57555	733039
2184	57590	733125
2185	57621	733155
2186	57649	733154
2187	57681	733199
2188	57712	733227
2189	57747	733315
2190	57778	733342
2191	57805	733331
2192	57834	733333
2193	57861	733322
2194	57889	733311
2195	57916	733289
2196	57942	733264
2197	57968	733231
2198	57994	733202
2199	58020	733167
2200	58048	733156
2201	58075	733150
2202	58102	733126
2203	58127	733084
2204	58154	733066
2205	58181	733038
2206	58206	733000
2207	58232	732970
2208	58259	732954
2209	58285	732924
2210	58312	732898
2211	58338	732875
2212	58365	732852
2213	58390	732814
2214	58417	732784
2215	58443	732755
2216	58468	732715
2217	58494	732682
2218	58519	732645
2219	58546	732619
2220	58572	732593
2221	58598	732558
2222	58623	732513
2223	58649	732480
2224	58676	732464
2225	58703	732446
2226	58729	732415
2227	58755	732386
2228	58781	732352
2229	58806	732316
2230	58833	732288
2231	58858	732251
2232	58884	732225
2233	58911	732196
2234	58937	732174
2235	58964	732149
2236	58990	732116
2237	59014	732070
2238	59041	732047
2239	59068	732031
2240	59095	732014
2241	59123	732006
2242	59149	731972
2243	59177	731965
2244	59206	731971
2245	59221	731810
2246	59249	731797
2247	59276	731777
2248	59300	731730
2249	59326	731695
2250	59351	731650
2251	59377	731620
2252	59403	731584
2253	59428	731545
2254	59456	731536
2255	59484	731526
2256	59512	731521
2257	59538	731495
2258	59566	731483
2259	59592	731460
2260	59619	731441
2261	59645	731408
2262	59671	731375
2263	59698	731358
2264	59724	731329
2265	59750	731295
2266	59776	731269
2267	59802	731237
2268	59828	731210
2269	59853	731163
2270	59879	731134
2271	59904	731088
2272	59930	731059
2273	59956	731032
2274	59982	731000
2275	60009	730974
2276	60035	730941
2277	60062	730925
2278	60087	730882
2279	60112	730836
2280	60138	730810
2281	60164	730777
2282	60189	730740
2283	60215	730710
2284	60242	730682
2285	60267	730642
2286	60293	730619
2287	60320	730599
2288	60347	730578
2289	60373	730541
2290	60399	730509
2291	60425	730482
2292	60451	730451
2293	60478	730429
2294	60503	730390
2295	60531	730388
2296	60560	730395
2297	60589	730396
2298	60620	730422
2299	60646	730398
2300	60672	730364
2301	60699	730342
2302	60725	730309
2303	60750	730268
2304	60777	730250
2305	60802	730205
2306	60826	730157
2307	60852	730129
2308	60879	730110
2309	60905	730080
2310	60931	730046
2311	60958	730022
2312	60984	729991
2313	61010	729959
2314	61036	729938
2315	61063	729909
2316	61089	729886
2317	61115	729855
2318	61142	729836
2319	61169	729811
2320	61195	729785
2321	61221	729757
2322	61248	729730
2323	61273	729690
2324	61298	729651
2325	61324	729618
2326	61350	729585
2327	61376	729558
2328	61402	729521
2329	61428	729497
2330	61454	729464
2331	61481	729442
2332	61505	729390
2333	61531	729358
2334	61557	729332
2335	61584	729316
2336	61611	729291
2337	61637	729259
2338	61662	729225
2339	61689	729202
2340	61714	729164
2341	61740	729126
2342	61766	729099
2343	61791	729059
2344	61818	729033
2345	61843	728998
2346	61870	728971
2347	61897	728952
2348	61924	728937
2349	61952	728933
2350	61979	728910
2351	62007	728899
2352	62034	728880
2353	62062	728874
2354	62088	728845
2355	62114	728814
2356	62140	728791
2357	62166	728761
2358	62193	728736
2359	62219	728704
2360	62245	728676
2361	62258	728496
2362	62284	728462
2363	62309	728424
2364	62336	728398
2365	62361	728359
2366	62388	728336
2367	62414	728306
2368	62439	728270
2369	62465	728239
2370	62492	728216
2371	62517	728179
2372	62545	728168
2373	62571	728139
2374	62597	728108
2375	62622	728059
2376	62648	728032
2377	62673	727998
2378	62700	727978
2379	62726	727943
2380	62752	727910
2381	62770	727786
2382	62795	727750
2383	62821	727719
2384	62847	727683
2385	62872	727648
2386	62898	727613
2387	62923	727575
2388	62948	727534
2389	62974	727502
2390	63000	727469
2391	63025	727432
2392	63050	727386
2393	63076	727360
2394	63102	727324
2395	63128	727293
2396	63154	727259
2397	63179	727221
2398	63204	727182
2399	63229	727144
2400	63255	727109
2401	63281	727076
2402	63306	727036
2403	63331	727000
2404	63356	726950
2405	63381	726915
2406	63407	726878
2407	63432	726837
2408	63456	726792
2409	63483	726763
2410	63508	726723
2411	63533	726688
2412	63559	726649
2413	63584	726613
2414	63608	726562
2415	63633	726516
2416	63659	726481
2417	63683	726432
2418	63709	726398
2419	63734	726362
2420	63760	726329
2421	63785	726289
2422	63810	726253
2423	63836	726219
2424	63861	726182
2425	63886	726135
2426	63912	726102
2427	63936	726058
2428	63961	726016
2429	63986	725973
2430	64012	725944
2431	64038	725914
2432	64065	725888
2433	64090	725848
2434	64116	725817
2435	64140	725767
2436	64165	725722
2437	64189	725673
2438	64214	725630
2439	64239	725592
2440	64265	725560
2441	64291	725532
2442	64317	725498
2443	64342	725460
2444	64368	725426
2445	64396	725426
2446	64424	725410
2447	64452	725410
2448	64481	725414
2449	64509	725405
2450	64537	725392
2451	64566	725397
2452	64595	725399
2453	64623	725390
2454	64651	725385
2455	64677	725356
2456	64702	725315
2457	64728	725289
2458	64755	725264
2459	64782	725244
2460	64808	725212
2461	64834	725190
2462	64862	725183
2463	64889	725162
2464	64915	725133
2465	64941	725102
2466	64967	725076
2467	64993	725043
2468	65019	725012
2469	65046	724986
2470	65072	724957
2471	65098	724933
2472	65125	724909
2473	65153	724900
2474	65182	724908
2475	65210	724900
2476	65239	724903
2477	65268	724903
2478	65296	724900
2479	65324	724890
2480	65353	724895
2481	65381	724887
2482	65409	724876
2483	65435	724850
2484	65462	724828
2485	65488	724803
2486	65515	724777
2487	65543	724768
2488	65568	724735
2489	65594	724704
2490	65609	724545
2491	65636	724534
2492	65662	724497
2493	65687	724464
2494	65712	724421
2495	65739	724395
2496	65765	724365
2497	65790	724327
2498	65816	724296
2499	65842	724265
2500	65868	724235
2501	65893	724197
2502	65919	724170
2503	65946	724143
2504	65973	724122
2505	65999	724095
2506	66025	724070
2507	66052	724045
2508	66077	724012
2509	66105	723997
2510	66131	723972
2511	66160	723968
2512	66188	723959
2513	66215	723950
2514	66243	723941
2515	66272	723936
2516	66299	723925
2517	66326	723902
2518	66353	723878
2519	66378	723842
2520	66405	723819
2521	66430	723783
2522	66456	723749
2523	66483	723736
2524	66509	723704
2525	66539	723714
2526	66570	723737
2527	66600	723748
2528	66628	723744
2529	66654	723714
2530	66679	723673
2531	66704	723637
2532	66732	723621
2533	66759	723608
2534	66787	723601
2535	66815	723593
2536	66843	723575
2537	66870	723556
2538	66897	723542
2539	66923	723507
2540	66949	723476
2541	66973	723433
2542	67000	723408
2543	67025	723364
2544	67053	723355
2545	67078	723321
2546	67104	723295
2547	67131	723272
2548	67158	723255
2549	67184	723221
2550	67210	723194
2551	67238	723179
2552	67265	723166
2553	67292	723141
2554	67318	723117
2555	67346	723100
2556	67371	723068
2557	67399	723052
2558	67426	723037
2559	67453	723016
2560	67480	722999
2561	67506	722969
2562	67533	722952
2563	67562	722948
2564	67588	722921
2565	67614	722888
2566	67639	722852
2567	67666	722825
2568	67693	722808
2569	67719	722784
2570	67745	722753
2571	67772	722726
2572	67798	722701
2573	67826	722694
2574	67854	722679
2575	67881	722664
2576	67908	722639
2577	67935	722622
2578	67962	722606
2579	67989	722587
2580	68014	722544
2581	68042	722531
2582	68068	722503
2583	68094	722481
2584	68121	722453
2585	68148	722437
2586	68174	722406
2587	68200	722372
2588	68225	722332
2589	68251	722304
2590	68276	722269
2591	68303	722243
2592	68329	722211
2593	68355	722189
2594	68381	722155
2595	68408	722135
2596	68433	722093
2597	68459	722065
2598	68485	722035
2599	68511	722008
2600	68539	722001
2601	68566	721980
2602	68591	721941
2603	68618	721916
2604	68643	721876
2605	68668	721840
2606	68693	721799
2607	68718	721760
2608	68744	721729
2609	68770	721697
2610	68795	721658
2611	68820	721617
2612	68846	721587
2613	68872	721556
2614	68898	721527
2615	68925	721504
2616	68950	721465
2617	68976	721433
2618	69000	721380
2619	69025	721339
2620	69050	721305
2621	69076	721270
2622	69101	721229
2623	69127	721197
2624	69152	721162
2625	69177	721124
2626	69204	721099
2627	69229	721061
2628	69254	721016
2629	69279	720978
2630	69305	720951
2631	69331	720916
2632	69356	720880
2633	69380	720833
2634	69404	720782
2635	69429	720739
2636	69454	720702
2637	69481	720676
2638	69506	720642
2639	69531	720596
2640	69557	720568
2641	69582	720525
2642	69606	720480
2643	69632	720444
2644	69656	720400
2645	69682	720366
2646	69707	720324
2647	69723	720198
2648	69748	720153
2649	69773	720117
2650	69799	720088
2651	69825	720055
2652	69852	720036
2653	69878	720008
2654	69904	719972
2655	69929	719940
2656	69954	719900
2657	69981	719875
2658	70006	719835
2659	70033	719813
2660	70066	719855
2661	70095	719860
2662	70122	719840
2663	70148	719812
2664	70174	719782
2665	70200	719753
2666	70225	719713
2667	70250	719671
2668	70276	719639
2669	70301	719605
2670	70327	719571
2671	70351	719526
2672	70376	719481
2673	70401	719444
2674	70427	719412
2675	70451	719365
2676	70476	719327
2677	70502	719294
2678	70527	719256
2679	70553	719225
2680	70579	719192
2681	70604	719154
2682	70629	719119
2683	70655	719086
2684	70680	719040
2685	70706	719015
2686	70731	718976
2687	70758	718959
2688	70784	718924
2689	70810	718901
2690	70836	718868
2691	70861	718826
2692	70886	718786
2693	70911	718747
2694	70936	718713
2695	70962	718675
2696	70987	718643
2697	71011	718592
2698	71036	718549
2699	71060	718504
2700	71085	718465
2701	71111	718430
2702	71135	718381
2703	71159	718335
2704	71184	718292
2705	71209	718255
2706	71234	718217
2707	71259	718172
2708	71283	718126
2709	71310	718102
2710	71335	718067
2711	71359	718015
2712	71384	717979
2713	71409	717938
2714	71435	717903
2715	71461	717873
2716	71485	717830
2717	71509	717773
2718	71534	717738
2719	71558	717691
2720	71583	717654
2721	71608	717610
2722	71633	717571
2723	71657	717526
2724	71682	717484
2725	71707	717444
2726	71733	717414
2727	71757	717369
2728	71783	717338
2729	71809	717304
2730	71835	717272
2731	71858	717219
2732	71884	717187
2733	71910	717157
2734	71935	717119
2735	71960	717075
2736	71984	717031
2737	72010	717000
2738	72035	716960
2739	72060	716927
2740	72085	716883
2741	72110	716841
2742	72134	716792
2743	72160	716768
2744	72186	716734
2745	72211	716700
2746	72225	716550
2747	72251	716520
2748	72276	716483
2749	72302	716453
2750	72328	716420
2751	72354	716397
2752	72380	716361
2753	72406	716332
2754	72433	716318
2755	72458	716281
2756	72483	716242
2757	72508	716203
2758	72533	716162
2759	72559	716130
2760	72583	716084
2761	72608	716046
2762	72633	716006
2763	72658	715961
2764	72682	715919
2765	72707	715879
2766	72732	715840
2767	72758	715806
2768	72784	715775
2769	72810	715749
2770	72835	715709
2771	72860	715676
2772	72886	715644
2773	72912	715617
2774	72938	715583
2775	72964	715554
2776	72990	715529
2777	73016	715501
2778	73043	715480
2779	73070	715458
2780	73096	715432
2781	73121	715393
2782	73148	715377
2783	73175	715352
2784	73202	715330
2785	73229	715311
2786	73255	715288
2787	73282	715268
2788	73309	715242
2789	73334	715204
2790	73360	715176
2791	73385	715144
2792	73412	715121
2793	73439	715101
2794	73466	715087
2795	73493	715064
2796	73521	715052
2797	73549	715043
2798	73575	715014
2799	73602	714993
2800	73627	714956
2801	73653	714926
2802	73679	714899
2803	73706	714875
2804	73732	714849
2805	73758	714822
2806	73785	714799
2807	73812	714778
2808	73838	714754
2809	73865	714737
2810	73892	714713
2811	73919	714693
2812	73945	714664
2813	73972	714643
2814	73998	714620
2815	74027	714619
2816	74055	714608
2817	74084	714606
2818	74111	714591
2819	74138	714568
2820	74163	714534
2821	74190	714508
2822	74217	714490
2823	74244	714471
2824	74271	714452
2825	74310	714548
2826	74341	714568
2827	74373	714594
2828	74407	714645
2829	74439	714673
2830	74467	714663
2831	74495	714654
2832	74527	714676
2833	74558	714695
2834	74586	714685
2835	74614	714678
2836	74642	714665
2837	74670	714657
2838	74698	714651
2839	74727	714643
2840	74755	714634
2841	74784	714632
2842	74812	714623
2843	74843	714645
2844	74881	714729
2845	74918	714806
2846	74953	714860
2847	74986	714902
2848	75017	714921
2849	75049	714941
2850	75079	714950
2851	75107	714941
2852	75134	714927
2853	75163	714923
2854	75192	714924
2855	75221	714921
2856	75250	714916
2857	75279	714915
2858	75307	714908
2859	75335	714895
2860	75362	714878
2861	75391	714876
2862	75420	714879
2863	75448	714859
2864	75477	714863
2865	75509	714890
2866	75541	714916
2867	75574	714950
2868	75605	714975
2869	75635	714976
2870	75663	714972
2871	75694	714982
2872	75723	714987
2873	75753	714993
2874	75782	714993
2875	75812	714995
2876	75841	714999
2877	75871	715007
2878	75901	715013
2879	75929	715007
2880	75959	715010
2881	75989	715017
2882	76019	715024
2883	76049	715037
2884	76079	715041
2885	76110	715055
2886	76142	715084
2887	76175	715118
2888	76206	715142
2889	76236	715144
2890	76265	715144
2891	76294	715145
2892	76323	715143
2893	76353	715143
2894	76381	715134
2895	76410	715132
2896	76438	715128
2897	76471	715163
2898	76503	715184
2899	76533	715190
2900	76561	715183
2901	76590	715177
2902	76618	715168
2903	76647	715162
2904	76676	715165
2905	76705	715159
2906	76733	715151
2907	76762	715150
2908	76792	715156
2909	76821	715148
2910	76848	715132
2911	76876	715119
2912	76904	715109
2913	76932	715101
2914	76960	715090
2915	76989	715080
2916	77017	715071
2917	77045	715056
2918	77073	715049
2919	77102	715043
2920	77130	715036
2921	77156	715007
2922	77184	714988
2923	77211	714968
2924	77237	714939
2925	77265	714926
2926	77291	714897
2927	77318	714878
2928	77344	714845
2929	77370	714822
2930	77399	714818
2931	77426	714799
2932	77453	714773
2933	77480	714752
2934	77507	714736
2935	77534	714714
2936	77561	714686
2937	77587	714663
2938	77614	714639
2939	77632	714538
2940	77659	714515
2941	77685	714485
2942	77711	714452
2943	77738	714433
2944	77763	714393
2945	77790	714370
2946	77819	714366
2947	77847	714355
2948	77875	714350
2949	77902	714327
2950	77929	714307
2951	77957	714292
2952	77984	714270
2953	78010	714242
2954	78035	714199
2955	78059	714152
2956	78085	714126
2957	78112	714099
2958	78138	714071
2959	78163	714036
2960	78189	714003
2961	78215	713971
2962	78241	713940
2963	78268	713924
2964	78293	713887
2965	78320	713858
2966	78345	713821
2967	78371	713796
2968	78398	713776
2969	78425	713754
2970	78451	713722
2971	78478	713702
2972	78504	713673
2973	78531	713647
2974	78558	713625
2975	78585	713605
2976	78611	713580
2977	78638	713557
2978	78664	713529
2979	78691	713500
2980	78718	713483
2981	78744	713457
2982	78771	713435
2983	78798	713408
2984	78824	713377
2985	78848	713335
2986	78875	713307
2987	78900	713275
2988	78926	713245
2989	78953	713221
2990	78979	713188
2991	79006	713170
2992	79033	713147
2993	79059	713116
2994	79087	713105
2995	79117	713110
2996	79147	713123
2997	79178	713137
2998	79206	713118
2999	79232	713091
3000	79260	713084
3001	79287	713061
3002	79314	713037
3003	79341	713013
3004	79368	712994
3005	79395	712972
3006	79422	712949
3007	79449	712931
3008	79480	712944
3009	79511	712960
3010	79540	712959
3011	79568	712947
3012	79593	712910
3013	79619	712876
3014	79645	712846
3015	79671	712820
3016	79697	712787
3017	79726	712781
3018	79753	712764
3019	79781	712748
3020	79810	712744
3021	79837	712721
3022	79863	712697
3023	79889	712669
3024	79915	712636
3025	79942	712611
3026	79968	712583
3027	79994	712555
3028	80020	712524
3029	80046	712494
3030	80072	712462
3031	80099	712441
3032	80126	712418
3033	80152	712393
3034	80178	712358
3035	80217	712443
